Sample ID,Day Post Infection,Log PD,PD,RBC,Temp,Weight,Mouse Categorical,Mouse,Status Number,Status,P2rx1,P2rx1.1,Lcn2,Glrx5,Ranbp10,S100a9,Fcrla,Fcrla.1,Fcrla.2,Fcrla.3,Stfa1,Epb4.1,Adipor1,Nkg7,Ngp,Flot2,Flot2.1,Abcb4,Chchd10,Chi3l1,Ank1,Ank1.1,Lck,Mllt3,Mllt3.1,Mllt3.2,Ccl5,Hp,Hp.1,Hp.2,Ctse,Hebp1,Fbxo9,Fbxo9.1,Hdc,Syvn1,Cmtm6,Prkacb,Faim3,Bnip3l,F2rl2,Trim10,Trim10.1,Trim10.2,Ltf,Lat,Chi3l3,Chi3l3.1,Mllt3.3,Hbq1,Rhag,Ltb4r1,Slpi,Rnf10,S100a8,Sell,Hcst,Fech,Fech.1,Fech.2,Id2,Id2.1,Slc25a37,Trak2,Trak2.1,Trak2.2,Ssbp3,Ssbp3.1,Ssbp3.2,Mrgpra2,Mta3,Mta3.1,Thy1,Selplg,Slc25a39,Saa3,Cd79b,Cd79b.1,Cd3d,Ltf.1,Klhl6,Klhl6.1,Klhl6.2,Retnlg,Flot2.2,Chi3l3.2,Immp2l,Ppox,Ppox.1,Rhag.1,Rhag.2,Camp,Pkig,Pkig.1,Snn,Mgst3,Mgst3.1,Urod,Flot2.3,Cd177,Cd177.1,Xpo7,Xpo7.1,Xpo7.2,Sh2d2a,Dok3,Mrgpra2.1,Aqp9,Pkig.2
9249039006_E,0,-5.0,1e-05,7.29,37.0,100.0,Five,6.1,3,Non-Survivor,-0.20004416,0.09121418,-0.40564966,-0.2522478,0.06399584,0.34668922,1.2082438,1.6609159,1.3398671,1.4439669,-0.19693947,-0.23923874,-0.20936012,0.72289896,-0.36833143,0.013315201,-0.028556347,0.07804823,0.6711302,-0.098475456,-0.021136284,0.0840826,0.5865936,-0.4261098,-0.17819262,-0.5560827,0.041843414,0.32053804,0.36281157,0.17117834,-0.24214458,-0.06034231,-0.17772722,0.17047739,-0.051965237,1.5212262,0.14215326,1.0671463,2.115932,-0.16951084,-0.3325553,-0.15508986,0.23525095,0.42207193,-0.34580564,0.01947546,-0.8471036,-0.024105072,-0.12013483,0.3511963,-0.06264448,0.19380951,0.5494065,-0.22289515,0.43084192,0.67033386,0.61885977,0.06536865,-0.10151005,-2.0979414,-0.28406715,-0.16521025,-0.037806988,-0.059000492,0.24710989,-0.319448,-0.000597,-0.07820892,-0.27952433,0.068161964,-0.23321581,-0.110569954,0.69639206,0.4347477,0.17173052,-0.10855341,1.9791617,1.8211536,0.9993744,-0.06578922,0.7909961,-0.09953165,0.7678127,0.48654366,0.09673166,-0.48084688,-0.7444668,0.33778095,0.03445387,-0.15717316,-0.000401,-0.17261457,-0.4516878,-0.014440298,1.8656111,0.11539364,0.3505826,-0.07217789,-0.05837655,0.12168217,0.006128788,0.044700146,-0.4726591,-0.23658371,0.89994526,1.959342,-0.16776228,0.23890209,-0.073115826
9249039006_F,1,-4.221125528,6.01e-05,6.99,37.0,101.1252446,Five,6.1,3,Non-Survivor,-0.2696185,0.18637276,0.19083357,-0.6240654,-0.3370223,0.6278887,1.1239753,1.661098,1.3245683,1.7779036,0.001079559,-0.48842335,-0.47079086,0.99423456,-0.32673883,-0.000118,0.007884502,-0.20068312,0.9257784,0.18248558,-0.18159771,-0.15366077,0.89792156,-0.27797747,-0.16161013,-0.77820206,0.30724812,0.64801836,0.5213895,0.48651075,-0.4347105,-0.49322844,-0.40705252,0.22849417,0.21812391,1.6148036,0.26870203,1.0559196,2.1829429,-0.37420082,-0.35527182,-0.08248997,-0.16013193,0.007169247,-0.3604293,0.26781225,-1.1003184,-0.09753132,-0.298059,0.3348465,-0.27447844,0.28306198,0.5510087,-0.44585562,0.70919657,0.8363838,0.82529306,-0.22426128,-0.25712872,-2.0775766,-0.36533833,-0.19906807,-0.47786283,-0.27873373,0.03323412,-0.56263494,-0.14975548,-0.03576851,-0.59208155,0.007597923,-0.14804792,-0.17189312,0.7909517,0.6479521,0.15368891,-0.2216053,2.136746,1.9522476,1.3702555,-0.15005064,1.0171838,0.020520687,1.090394,0.789238,-0.110581875,-0.76542425,-0.53933144,0.31121063,-0.1574502,-0.28249884,-0.2237091,-0.39512205,-0.43236542,-0.0916388,1.971961,0.019899368,-0.10656309,-0.4106655,-0.19884229,-0.24547434,0.07114363,-0.18752527,-0.7948847,-0.091049194,0.94873524,2.080616,-0.06747007,-0.007941246,-0.16099834
9249039006_G,2,-3.747146969,0.000179,7.66,37.7,101.6144814,Five,6.1,3,Non-Survivor,-0.19272375,0.057598114,-0.10615301,-0.6006546,-0.28001833,0.16303444,1.1395755,1.3408237,1.2244,1.4776134,-0.28941154,-0.06905079,-0.4465046,0.5920987,-0.41104126,-0.11500645,-0.006443501,-0.008368015,0.8140507,-0.15309715,-0.18676949,-0.1966753,0.6257906,-0.2166667,-0.24062872,-0.6978893,-0.17117882,0.3135543,0.5212884,0.14162016,-0.50808716,-0.255445,-0.20544767,0.31473303,0.06313944,1.531873,0.13888311,0.9206953,1.897346,-0.41370296,-0.3098855,-0.12301874,-0.09026289,0.07193136,-0.45574617,-0.01947546,-1.246059,-0.20150566,-0.1491847,0.06403732,-0.2478385,-0.000343,0.4382491,-0.37422514,0.22222185,0.8330612,0.5406089,0.01479435,-0.25630856,-1.9819279,-0.3577404,-0.3450675,-0.20227289,-0.14477968,0.29198217,-0.18199968,-0.06937647,-0.0984745,-0.5733886,-0.06580734,-0.18534327,-0.057971954,0.6684456,0.38509655,-0.17932463,-0.09533548,2.0440526,1.8379736,1.3011789,-0.05499077,0.77898073,-0.0772109,0.8807688,0.16971397,-0.15715551,-0.92894983,-0.573926,0.18013859,-0.09570074,-0.18157005,-0.22860146,-0.38132286,-0.553174,0.022186518,1.7920389,-0.1519823,0.10188532,-0.3275795,-0.08773732,-0.19456005,-0.052435398,-0.31049967,-0.7036915,-0.01948452,0.59999275,1.9416142,-0.000475,0.05678749,-0.09516382
9249039006_H,3,-2.763165334,0.001725181,7.25,37.6,100.9784736,Five,6.1,3,Non-Survivor,0.17301226,0.28888512,0.2222848,0.1524477,0.19640684,0.53682137,0.8240771,1.5332446,1.26582,1.6284122,-0.14896202,0.03549099,-0.016158104,0.6333976,-0.36481,0.000447,0.08318186,0.3748746,0.6387863,0.19064426,-0.19784164,0.38209724,0.7912893,-0.32054567,-0.17544508,0.08823204,0.12514973,0.5785241,0.46747065,0.6100116,0.333045,0.10336256,0.11417532,-0.002412319,0.074548244,1.3368247,0.2709527,0.9126625,1.9738231,0.23526287,0.039043903,0.05612898,0.3795066,0.697,-0.36595678,0.30213022,-0.30034685,0.12925339,0.007258892,0.3716669,-0.15065336,-0.010791779,0.51918745,0.005362988,0.6307683,0.85678196,0.71836424,-0.19912434,-0.18614388,-1.5658207,-0.32613277,-0.020513058,-0.098780155,-0.11637497,0.4688201,0.2245307,-0.17980194,-0.05731964,0.16634321,-0.041957855,-0.24367571,0.21286774,0.6709547,0.62027645,0.2540927,-0.01656866,1.9372039,1.690198,1.0328808,-0.12238312,0.820786,-0.21751165,0.7757683,0.6948433,0.063084126,0.014137745,-0.5650091,0.447855,-0.15302229,-0.048942566,-0.2219038,-0.45358133,-0.29488945,-0.072371244,1.8232727,0.3832693,0.6120286,0.41653252,-0.19988751,0.04291916,0.10034609,0.028558254,-0.58059883,-0.13641644,0.56286716,1.9662075,-0.16819811,0.19056797,-0.1076293
9268249051_A,4,-1.697202639,0.020081556,7.31,37.7,101.6634051,Five,6.1,3,Non-Survivor,-0.09146643,0.11270237,-0.38833952,-0.92580414,-0.63919973,-0.029202461,0.1543212,-0.064145565,-0.003554821,-0.049809456,-0.2155304,-0.70547867,-0.7764654,-0.027187824,-0.24296045,0.10793686,0.10842562,-0.012433529,0.004982948,-0.12116814,-0.026521206,-0.1978035,-0.5373974,-0.11906242,-0.008072376,-0.6359644,-1.8074875,0.006085873,-0.11653662,-0.29083586,-0.8551979,-0.21802092,-0.8340354,-0.38039923,0.29525805,0.18816018,-0.2420783,-0.31578732,0.11566687,-0.6406231,-0.23817492,0.044783115,-0.27267122,0.31074286,-0.27658176,-0.42644835,-0.22346735,0.42483997,0.19058466,-0.24948788,-0.14900827,-0.24545002,-0.058097363,-0.45078897,-0.06257105,0.09574509,0.16826582,-0.78843975,-0.7510233,-2.200035,-0.43294096,-0.058508873,-0.23125696,-0.023557663,-0.28132868,-0.87402964,0.07189703,-0.11850643,-0.67254496,-0.07886696,-0.23809004,-0.6105156,-0.4035225,-0.3981037,-0.18153715,0.016171932,0.5046916,0.15937328,0.026024818,-0.0909009,-0.31888914,-0.11991453,-0.15976238,-0.30035496,-0.18543863,0.3931098,-0.32486916,-0.032743454,-0.011250019,-0.040952206,-0.24163055,-0.20533228,-0.698452,0.091668844,0.227067,0.23677635,0.33552217,-0.37371254,0.039621115,0.17917728,0.052644253,-0.3246913,-0.62686634,0.021552086,-0.08071327,0.6429157,0.027642727,-0.20384121,0.056999683
9268249051_B,5,-1.012946464,0.097062961,7.2,37.6,98.97260274,Five,6.1,3,Non-Survivor,-0.05341673,-0.15246677,-0.63008165,-0.12901306,-0.11112356,-0.6051016,-0.065232754,-0.39509058,-0.69996023,-0.4883051,-0.3427577,-0.13938808,-0.051610947,-0.059741497,-0.12831926,-0.028277397,-0.10876989,0.055051327,-0.5050144,-0.44124794,-0.0596385,0.26636028,-0.5414343,0.04827547,0.06698465,-0.03987503,-1.562665,-0.46428156,-0.33948278,-0.9123988,0.07014179,0.19189692,-0.3202958,0.19876432,0.51963186,-0.25431132,-0.7646556,-0.55314636,-0.38364077,-0.10567188,-0.22960901,-0.023756027,0.7209363,0.7444453,-0.17534018,-0.6253314,-1.417253,-0.3262806,0.5539012,0.16639137,0.026962757,-0.44143963,-0.7036967,0.06352186,-0.5903125,-0.39406204,-0.54792166,-0.007814407,-0.12033558,-2.2105284,-0.43498802,-0.08102846,-0.23582411,-0.16018152,0.40658045,-0.20651579,0.050628662,-0.18145943,-0.46665907,0.22514439,-0.34267426,-0.24535942,-0.85354424,-1.0851135,0.3392787,0.045182705,-0.3027339,-0.35354137,-0.26996613,-0.089773655,-0.846519,-0.106517315,-0.54702854,-1.096962,-0.4033904,-1.0168042,-0.40279007,0.15062428,0.055045605,0.23452091,0.000401,0.07159567,-0.8865652,0.14286447,-0.11794853,0.69983196,0.70351267,-0.14943409,0.17816186,-0.06853008,-0.4554305,0.2385335,-0.3411045,0.117798805,-0.09691334,-0.24123955,0.007050037,-0.005334854,-0.01862812
9268249051_C,6,-0.227176397,0.592684545,5.95,36.5,98.97260274,Five,6.1,3,Non-Survivor,-0.14438343,-0.01366663,-0.4144678,-0.44185305,-0.3335924,-0.19562769,-0.05550289,-0.3531704,-0.45092773,-0.30475187,-0.068781376,-0.83921766,-0.75970316,1.2531843,0.117105484,0.18410635,0.040823936,-0.19285107,-0.81118345,-0.36640882,-0.08593893,-0.3252597,0.2560706,-0.16237688,0.11240673,0.12069273,0.29299974,-0.3677225,-0.44417667,-0.62222195,-0.33611536,-0.8372221,-0.8836193,-0.2589569,0.14316273,0.001188994,-0.71240616,-0.089291096,-0.41553497,-0.8816838,-0.1379757,0.043848515,0.36484337,0.16137886,0.118540764,-0.08813763,-0.8487482,-0.2160163,0.51506233,-0.75314283,-0.035736084,-0.30582094,-0.7105274,-0.51792717,-0.34275913,-0.2579856,-0.2614174,-0.86130667,-1.1141467,-2.974218,0.04526472,-0.13919592,-1.3846064,0.0637455,0.16845226,-0.3624506,0.021886349,-0.1784234,-0.8011904,0.006044865,-0.16726017,-0.53372717,0.18552732,-0.2631297,-0.62195873,0.3019228,-0.37823486,-0.10355234,0.1444726,0.1909647,-0.5690422,-0.11466789,-0.22644377,-0.6263795,0.25079823,-0.62542343,-0.9803567,-0.19168234,-0.060353756,0.10080576,0.12834883,0.24530411,-1.0049767,-0.000354,-0.22777033,-0.19498873,-0.33640957,-0.8533864,0.061486483,-0.019643784,-0.36351156,0.28709698,-0.48756933,-0.019616604,0.9285884,0.11180067,-0.04291725,-0.49408388,0.15597534
9268249051_D,7,-0.045795657,0.899920911,4.17,37.1,95.10763209,Five,6.1,3,Non-Survivor,0.34995604,-0.09740925,1.7648482,-1.9493952,-1.2927022,1.3509789,-0.24790907,-0.48545122,-0.6594491,-0.41553783,0.20961285,-2.1019506,-2.5523195,2.75668,0.71542406,0.45049858,-0.042086124,-0.7715831,-0.8428936,0.4414358,-0.15807867,-0.8745928,1.0186567,-0.105736256,0.011115551,-0.09025288,2.6036053,0.6634393,0.579514,0.7749686,-1.5906639,-1.5876012,-2.3947453,-0.741838,1.2117438,-0.001188994,-0.14370298,0.35427284,-0.724566,-2.6310606,0.31885958,-0.12127781,-1.1431794,-1.4489837,0.57102346,0.44915533,1.1597209,1.7278032,0.23844385,-2.5968733,0.05754423,0.4394951,0.26487875,-1.946054,0.90652704,0.1678896,0.55315256,-2.8889904,-3.0641184,-3.893445,0.9914532,0.04621935,-3.733543,-0.07457447,-0.7978215,-1.0973306,-0.0883131,-0.35465908,-1.321816,-0.3864851,-0.2867694,-1.1089935,1.2423735,0.12628365,-2.1435533,2.807816,-0.96122503,-0.78531265,1.1334782,0.079835415,0.20801115,-0.08891153,0.4761114,1.5190468,0.5190339,1.8444161,-1.6342726,-0.32953548,-0.07361841,-0.25067663,-0.26572227,0.49551916,-1.3513584,0.0352571,-0.76880836,-1.1345797,-0.95634604,-1.4031229,0.2561314,0.011250019,0.02573824,-0.3051467,-0.65680885,-0.059018135,1.9073191,0.42119503,0.77420187,-0.9457369,0.107447624
9268249051_E,8,-0.389707066,0.407655151,2.11,28.8,89.53033268,Five,6.1,3,Non-Survivor,0.7249913,0.67842484,3.462438,-2.11545,-1.193419,2.3508463,-0.37338114,-0.55363035,-0.69079447,-0.59689236,0.7831545,-2.6063366,-3.0215254,3.074781,2.6463838,1.394866,-0.28213978,-0.61162233,-0.096710205,0.977478,-0.3020935,-0.82233906,0.98522377,-0.22167826,-0.15475035,-0.70415306,3.3702116,2.2125707,2.2436461,2.564548,-0.88303757,-1.5971322,-2.5517402,-1.1071973,2.3141408,0.6490929,0.57208395,1.0458641,-1.0355906,-2.8627377,0.5266118,-0.025238037,-1.98068,-2.187097,2.4627767,0.99496317,3.5547671,4.6580486,-0.007258892,-3.2008085,-0.26522017,1.7573318,1.0422616,-1.9018168,2.044351,-0.093686104,1.1898618,-3.0792294,-3.1698408,-4.043173,2.0747023,0.2374444,-3.5936522,-0.21802616,-1.137485,-1.3750291,-0.14299774,-0.42011356,-1.3952088,-0.30146122,0.04572344,-0.77677155,1.5498629,0.42255974,-2.0928302,4.3278165,0.021104336,0.1595192,1.8149099,-0.12124443,2.0560956,0.12755442,2.1432772,2.7087498,1.922544,4.3303523,-1.6505251,-0.13458443,-0.3081131,-0.25857496,-0.38013268,2.6497426,-0.7309685,0.06494641,-0.62700176,-0.29304123,-0.35460234,-0.38982105,-0.12499356,0.20246792,0.9819722,-0.6981559,-1.0279961,-0.3090291,2.9313478,1.8316717,-0.05864191,-1.3640709,-0.14872885
9268249051_F,9,-0.755094528,0.175754103,1.15,28.7,81.94716243,Five,6.1,3,Non-Survivor,2.8360887,2.920806,3.727695,-0.751441,0.54883146,3.1074123,-0.025923252,0.12503958,0.14429712,0.20830822,2.896244,-1.1592093,-1.5826216,2.0007539,2.8594413,1.6034994,-0.18244791,0.80801535,1.333561,1.852026,-0.25296402,-0.3500576,0.20846558,-0.31115484,-0.26173544,0.42153168,2.6802025,2.1982179,2.0576653,2.5250049,0.43730736,-1.0158715,-0.8950572,-0.7233424,2.5251117,0.8710692,0.9543948,1.1156435,0.11855173,-1.4081383,2.55049,-0.16935778,-1.077971,-0.6324687,2.2593122,1.2176423,4.101297,4.918453,1.1786771,-2.4910536,0.15500689,2.0348587,2.4491572,-0.73428965,2.233994,0.37847614,1.4981561,-1.4120417,-1.4605589,-3.428258,1.4547157,0.029607296,-1.7584662,-0.10238123,0.5931964,0.06773424,-0.24143028,-0.27349663,-0.29495192,-0.36036205,0.13697958,0.10495663,0.6431694,1.0100479,-0.8033023,3.6720576,0.7097993,0.5512171,1.3532543,-0.16097546,2.0653806,0.02983427,2.194973,2.89637,2.122108,4.677283,-1.386447,0.5912361,-0.003927708,0.6011658,0.13458252,2.3741975,-0.087571144,0.12969899,0.7782049,0.9781208,1.2265172,1.783473,-0.11137128,0.61732674,1.7077117,0.062473774,-0.42046356,-0.35120678,2.0989847,2.3420448,0.7730975,-0.75006676,0.009167194
