Sample ID,Day Post Infection,Log PD,PD,RBC,Temp,Weight,Mouse Categorical,Mouse,Status Number,Status,P2rx1,P2rx1.1,Lcn2,Glrx5,Ranbp10,S100a9,Fcrla,Fcrla.1,Fcrla.2,Fcrla.3,Stfa1,Epb4.1,Adipor1,Nkg7,Ngp,Flot2,Flot2.1,Abcb4,Chchd10,Chi3l1,Ank1,Ank1.1,Lck,Mllt3,Mllt3.1,Mllt3.2,Ccl5,Hp,Hp.1,Hp.2,Ctse,Hebp1,Fbxo9,Fbxo9.1,Hdc,Syvn1,Cmtm6,Prkacb,Faim3,Bnip3l,F2rl2,Trim10,Trim10.1,Trim10.2,Ltf,Lat,Chi3l3,Chi3l3.1,Mllt3.3,Hbq1,Rhag,Ltb4r1,Slpi,Rnf10,S100a8,Sell,Hcst,Fech,Fech.1,Fech.2,Id2,Id2.1,Slc25a37,Trak2,Trak2.1,Trak2.2,Ssbp3,Ssbp3.1,Ssbp3.2,Mrgpra2,Mta3,Mta3.1,Thy1,Selplg,Slc25a39,Saa3,Cd79b,Cd79b.1,Cd3d,Ltf.1,Klhl6,Klhl6.1,Klhl6.2,Retnlg,Flot2.2,Chi3l3.2,Immp2l,Ppox,Ppox.1,Rhag.1,Rhag.2,Camp,Pkig,Pkig.1,Snn,Mgst3,Mgst3.1,Urod,Flot2.3,Cd177,Cd177.1,Xpo7,Xpo7.1,Xpo7.2,Sh2d2a,Dok3,Mrgpra2.1,Aqp9,Pkig.2
8942406040_C,0,-5.0,1e-05,7.61,37.3,100.0,Two,4.3,1,Survivor,-0.12593508,0.09496212,-0.014121532,-0.09469986,-0.37679243,0.77646446,0.90362597,1.6233497,1.9659629,1.7546291,-0.18801022,0.028803825,-0.13769913,0.3927617,-0.4799142,0.027832985,-0.056698322,-0.04404497,0.9537029,0.1074667,-0.25090122,-0.07538891,0.77774334,0.057552814,-0.052805424,-0.54384613,0.8340225,0.5850005,0.58334017,0.42239237,-0.41138268,-0.62903833,0.079785824,0.029300213,0.06105852,1.4640362,1.0485377,1.1561298,2.2344613,-0.17195606,-0.04377222,-0.294127,-0.22284937,-0.070068836,-0.2812667,0.7250037,-0.40693235,-0.28499222,-0.5859227,0.14443016,-0.09637022,0.6289549,0.8762126,-0.18152952,0.27996492,1.0960493,0.6735368,0.007814407,-0.09593201,0.47168827,0.33241653,0.07017374,-0.27898645,-0.109429836,-0.09970617,-0.2386651,-0.35781336,-0.07747841,-0.2316804,0.01329422,0.24407339,-0.012544632,0.7291298,1.1542969,-0.26876307,-0.2480998,1.9695096,1.5501184,0.7948122,-0.19040775,1.1025414,0.33589506,1.1418447,0.7801657,0.1330409,-0.32821512,0.35402775,-0.048007965,-0.19535303,-0.07967758,-0.36862755,-0.5513911,0.71742725,-0.15754485,1.947176,-0.49535465,-0.49541998,-0.3364153,-0.35869622,0.09646511,0.3496747,-0.29782057,0.012722969,0.060453415,0.7910185,1.414093,-0.26182318,0.16830063,-0.18757391
8942406040_D,1,-5.0,1e-05,8.29,37.1,95.47073791,Two,4.3,1,Survivor,0.035117626,-0.005019188,0.6389127,0.29600906,0.10241556,0.9172468,0.5317712,1.0972733,1.0474277,1.0205317,0.1536541,0.5190611,-0.078811646,0.19636011,-0.1777873,-0.19948101,-0.038817883,0.13804483,0.73442745,0.47700405,-0.16327095,0.2037611,0.6229372,0.089553356,0.0444417,-0.31559753,0.2903328,0.76411295,0.6053777,0.5618253,-0.09684372,-0.095841885,0.23461866,0.00116396,0.077219486,0.9274876,0.91477823,0.34477425,1.6144805,-0.033406258,-0.122375965,-0.07043505,0.3312497,-0.022078037,-0.4419799,0.45113707,0.084857464,0.14087391,-0.4869008,0.23789215,-0.38919783,0.17156315,0.69460917,0.110002995,0.3518901,0.4333849,0.45442438,0.11919594,0.049957275,0.5421419,-0.03621006,-0.018371105,0.006625652,-0.15612268,0.11405134,0.29278326,-0.19316244,0.024947166,-0.14101839,0.035992622,0.20200491,0.08876896,0.46444416,0.8244171,-0.0221982,0.070925236,1.319529,1.2018948,0.47572803,-0.015354157,0.5091977,0.19077063,0.7145901,0.5470047,-0.300179,0.089931965,0.5607033,-0.019043922,0.07553244,0.005777359,-0.24047756,-0.38325453,0.604269,-0.12700057,1.3138952,-0.06958294,-0.014728069,-0.11076927,0.031250715,-0.021039963,0.09943724,-0.26490355,-0.006594658,0.10625076,0.48168182,0.74882793,-0.048285007,0.11935902,-0.009081364
8942406040_E,2,-4.458420756,3.48e-05,7.54,37.9,93.18066158,Two,4.3,1,Survivor,-0.027497768,0.050621986,1.1401076,-0.08308983,-0.22945356,1.8313255,0.13282824,0.5047536,0.5859637,0.44263172,0.7100382,-0.060606956,-0.044260025,-0.12124395,-0.14159918,0.048345566,-0.14886332,-0.100804806,0.48632526,0.8204737,0.023712158,0.073657036,0.005851746,-0.01310873,-0.10061407,-0.5839968,-0.27723122,0.95785093,0.80025434,0.8426337,-0.28395557,-0.16352224,0.19064379,-0.1267581,2.065227,0.6094277,0.46109533,-0.058297157,0.7020612,-0.122838974,-0.1138072,-0.112567425,-0.020041943,-0.11820269,-0.28386068,0.39053488,0.37515593,0.061746597,-0.40059137,0.07706833,-0.07529497,0.42104912,1.4464383,-0.14834356,1.3732324,0.3224802,0.27633905,-0.4082327,-0.32985783,0.6678095,0.21584892,0.112146854,0.15969038,-0.001219273,0.07940817,0.13659143,0.08122492,0.049017906,-0.4242139,0.14335155,0.11194372,-0.028213501,0.0914526,0.62679005,-0.110906124,-0.12646055,0.8842969,0.50278854,0.11504555,-0.019461632,0.14259577,-0.048180103,0.13805294,1.1795635,0.028883457,0.403522,0.54461575,-0.2585554,-0.024424076,-0.39225578,-0.39826393,-0.4079604,0.14753437,-0.028216124,0.6870003,-0.006846428,-0.08485937,-0.50977135,0.018818617,-0.001707077,0.11563349,-0.4999938,-0.17356682,0.022478104,0.08768463,0.7302065,0.75627375,0.11216259,0.025753498
8942406040_F,3,-5.0,1e-05,7.07,37.2,95.67430025,Two,4.3,1,Survivor,-0.13648176,0.21465683,1.1776309,-0.14865303,-0.25344038,1.6268559,0.4351592,1.0440726,1.299273,0.9508667,0.21046066,-0.22949028,-0.14898586,0.16725683,-0.02219057,0.116989136,-0.039016247,-0.06238222,0.61673355,0.8505478,-0.11717701,-0.23014545,0.46080208,-0.012408733,-0.09519911,-0.48207283,0.34602737,1.2041364,1.0434117,1.0392776,-0.31689835,-0.51720285,-0.12280226,-0.19589567,0.70226526,1.0859015,0.835794,0.53443146,1.472302,-0.266675,-0.18199682,-0.1608653,-0.29388952,-0.13631296,0.02455473,0.45097017,0.23310614,0.29797077,-0.47931814,0.13002777,-0.40975904,0.5701237,1.3485827,-0.18433523,1.4547477,0.70697975,0.49458742,-0.23397446,-0.31010532,0.25888348,0.22490406,0.03902769,-0.11035299,-0.13561773,-0.076526165,-0.3004613,-0.1619296,0.042471886,-0.4882741,0.09887409,-0.021728992,-0.17370224,0.37778282,1.115613,-0.3038106,-0.1860795,1.3359637,0.8325472,0.40010548,-0.055898666,0.5454726,0.07840109,0.6751356,1.1805277,0.22374773,0.20032263,0.6213732,0.004265785,-0.20299387,-0.30459785,-0.23204327,-0.030751705,0.29817677,-0.06286788,1.4000187,-0.11013985,-0.06785917,-0.43091965,-0.11999822,0.022565842,0.24649096,-0.30590105,-0.36818695,0.038555145,0.5266485,1.1515827,0.6993251,0.24451542,-0.14225721
8942406040_G,4,-2.934565572,0.001162611,8.32,37.6,94.75826972,Two,4.3,1,Survivor,-0.03672266,0.11100006,-0.11481142,-0.093598366,-0.122796535,0.511776,0.21558428,0.57624197,0.7176738,0.6338196,0.057308197,0.11632347,0.002883911,0.019136906,-0.09574556,-0.055983543,-0.10096121,0.29428625,0.37948132,0.16791439,0.08891678,0.42218208,0.048989296,0.33842325,-0.10615969,-0.5007715,-0.55671597,0.19996977,0.10414934,0.10670996,0.054219246,-0.02567339,0.33346415,0.05810404,-0.021238804,0.50370336,0.19723368,0.17755413,1.0139737,-0.1337862,0.026239872,-0.078589916,0.27997732,0.38953924,0.01967001,0.049190044,0.012980938,-0.041923523,-0.10012007,0.004498482,-0.11630106,0.2231493,0.3533597,0.1512618,0.507545,0.2739334,0.07750082,-0.059343338,0.000573,0.65849876,-0.11404705,0.07712507,0.25096083,0.025392056,0.2270751,0.3769536,-0.06879854,0.22739315,0.000596,0.10916233,0.049449444,-0.04949951,0.06833267,0.26683807,-0.0582366,-0.07889414,0.92065954,0.73003197,0.13259888,-0.012031555,0.14026403,0.07813215,0.13741589,0.49194336,-0.15801287,-0.12070513,0.20293617,-0.112669945,-0.05735159,-0.034823418,-0.17015076,0.006494045,0.24780655,-0.03710437,0.66905403,0.3690319,0.358253,-0.07817459,0.05268359,0.044377327,0.17394209,-0.33197546,-0.21998596,0.004364014,0.13698578,0.5413475,-0.08508539,0.116230965,-0.070743084
8942406040_H,5,-2.830203934,0.001478414,7.96,37.9,95.1653944,Two,4.3,1,Survivor,-0.2919488,-0.041229248,-0.79186773,-0.035852432,-0.3704667,-0.10613346,-0.024973392,-0.34970808,-0.14567804,-0.4644537,0.002355576,0.42862892,0.051594734,-0.6801295,-0.024364948,-0.10763359,0.11770296,0.32516146,-0.17026806,-0.26239586,0.11017418,0.416914,-0.8935585,0.08799505,0.028511524,-0.35669327,-1.8952074,-0.27028513,-0.22312307,-0.5566373,-0.20280647,-0.57106066,0.17467737,0.3647704,0.67776346,-0.0507257,-0.2679181,-0.5330744,-0.061991215,0.03105545,-0.18523836,-0.04471922,0.24426031,0.14108324,-0.049310207,-0.3937192,-0.08526468,0.14334011,-0.23702097,-0.3061161,-0.32235765,-0.058552742,-0.060596943,0.23161745,-0.44133615,-0.2551403,-0.46445227,0.32245064,0.025315285,0.4152851,-0.32549,-0.056769848,0.07543039,-0.04102087,-0.18059492,-0.25175714,0.09191847,0.005527496,-0.43575144,-0.02391243,-0.20548868,-0.046277046,-0.811882,-0.28336716,-0.16800547,0.0360713,-0.5563035,-0.5783615,-0.95608044,0.2213974,-0.32162428,0.010117054,-0.40586948,-0.4660883,-0.23441076,-0.44430017,0.21028233,-0.19675255,0.068277836,-0.04640007,-0.16627312,-0.06687212,-0.3087921,0.07331586,-0.19872284,-0.22195339,-0.053804874,-0.45818996,0.020801306,-0.15795803,-0.1637702,-0.04473543,-0.30347252,0.06185913,-0.08543396,-0.13693428,0.10150862,0.011986733,0.10199118
8942406045_A,6,-0.672170572,0.212730337,7.61,37.8,96.59033079,Two,4.3,1,Survivor,-0.0948987,-0.113936424,0.0096488,0.33257103,0.21175909,0.76208496,-0.18550634,-0.317019,-0.15222025,-0.47986984,0.1333704,0.3919859,0.09003544,0.32365942,0.42849112,-0.15204906,-0.02701521,0.14097738,-0.2952814,-0.2003231,0.0335598,0.31921005,-0.2207489,0.15368986,-0.103636265,0.30295658,-0.14938736,-0.1333518,-0.124581814,-0.07735109,-0.036122322,-0.34070063,0.29538488,0.12312555,0.7798648,-0.25704932,-0.000772,-0.3466463,-0.498631,-0.06855202,0.06261587,0.013655186,0.60479784,0.39439726,0.5469737,-0.0938859,0.11678362,-0.030013084,0.14184141,0.097044945,0.26520872,-0.12016201,0.041876316,0.120470524,0.36869478,0.057353973,-0.21280718,0.018357277,-0.000573,0.5907221,0.14933872,0.18283987,-0.062408924,0.19752073,0.17090845,0.47287607,0.18222952,-0.12338257,-0.28706694,-0.055796623,0.007934094,-0.14436436,-0.2389822,0.09533882,-0.21455717,-0.11350489,-0.6635308,-0.5426245,-0.28783703,0.123978615,-0.35975218,0.22703886,-0.32007408,-0.025597572,-0.13540316,-0.26457453,0.83300304,-0.1277237,0.007557392,0.19884396,0.054876328,0.5795655,-0.40636444,-0.04271674,-0.53319836,0.09549618,-0.09698057,-0.17214966,0.13907027,0.028107643,-0.003742695,0.40137148,0.62580776,0.06474686,0.30110073,-0.35891533,0.28109217,-0.0986433,0.015777111
8942406045_B,7,-0.370583227,0.426007037,7.37,37.8,97.65903308,Two,4.3,1,Survivor,0.19130468,-0.14957237,-0.20989943,0.53545475,0.20225859,0.6129999,0.01502943,0.068217754,0.15532827,0.20109844,-0.001079559,0.2449789,-0.024763107,1.0821891,0.15374994,0.01466465,0.07026434,-0.09104395,-0.40047646,-0.0776577,-0.04677105,-0.1298542,0.8365574,0.20794916,-0.08684492,0.7398453,1.6616564,0.22698641,0.26905775,0.017811298,-0.2602539,-0.6262708,-0.30376577,0.29887342,0.7164178,0.052963495,0.12921,0.2570734,0.10337877,-0.3032875,-0.03603506,0.077106,0.64438486,0.11060095,-0.021976948,0.33188963,1.2621617,1.259942,0.7466645,-0.8346062,0.39277124,0.32925224,0.19715738,-0.07946539,0.133986,0.43136597,-0.11381483,0.26149178,0.039813995,-0.133564,1.0737171,0.4370818,-1.0532498,-0.048151493,-0.077133656,0.113865376,-0.12357283,-0.16897297,-0.39096308,0.0602417,0.001643658,-0.15330791,0.4327879,0.56284904,-0.4357829,0.27190447,-0.17995405,-0.33380127,-0.015773773,-0.024003029,0.014278889,-0.041026592,-0.07150173,0.12683964,0.25116396,1.1616769,0.60063744,0.0769701,-0.054131985,0.24685097,0.3823595,-0.02310133,-0.060656548,-0.07636809,-0.34440327,-0.36979198,-0.39296865,-0.47903347,-0.035729647,-0.24314022,-0.15089369,0.4867444,0.6479931,-0.026370049,1.0665884,-0.25473976,0.4981103,-0.35594845,-0.034045696
8942406045_C,8,0.150373215,1.413751945,4.16,38.0,93.94402036,Two,4.3,1,Survivor,0.26265287,-0.1419859,1.9549537,-0.23244286,-0.5817542,1.5942144,0.124109745,0.48672247,0.43283033,0.5409517,0.39013004,-0.6708107,-1.0210657,1.6648135,0.28365564,0.32395363,-0.08085394,-0.5971198,-0.39918423,0.6214113,-0.16839027,-0.7299166,0.89273834,-0.06933546,-0.14599371,0.71378803,2.868,1.0503612,1.1371284,1.0617633,-0.82170296,-1.2952638,-1.4965405,-0.45294237,1.1415906,0.28714585,0.4782443,0.45883656,0.38814116,-1.385457,0.3367505,-0.03584528,0.07141924,-0.6195512,-0.09735918,0.5584321,3.2596164,3.0760956,0.53060484,-2.1964035,0.17285967,0.4642992,0.51474524,-1.0227294,1.206986,0.9429674,0.40806913,-0.9391527,-1.2422705,-1.6310997,1.5880861,0.8236108,-2.5350127,0.039927006,-0.70855093,-0.6048646,-0.037660122,-0.24704361,-0.8518796,-0.006147385,0.40071154,-0.6993761,0.5078964,0.89236546,-1.5595374,1.6830611,0.14101648,0.004295349,0.072398186,0.069405556,0.34017515,0.22887182,0.17318058,1.7991858,0.64771414,3.078382,-0.73761845,-0.14683056,-0.17235708,0.12713051,0.35069942,-0.20466185,-0.076114655,-0.13464141,-0.018832207,-0.40775394,-0.76810884,-0.8238325,-0.036263704,-0.03934765,0.27026606,-0.024273396,0.30495548,0.025932312,1.4234228,0.44451332,1.0997405,-0.95661545,-0.19420862
8942406045_D,9,0.074328591,1.18666625,2.27,31.4,85.29262087,Two,4.3,1,Survivor,1.0492969,1.1983309,3.3937697,-0.13183689,0.28458548,2.2743053,0.3640294,0.9813647,1.0713363,0.98846626,0.74090004,-0.5786562,-1.2241268,1.7731662,2.0334792,0.52917385,-0.19395018,0.55220747,0.5003042,1.2329397,-0.17293549,0.2205782,0.7014141,-0.006896496,-0.02308321,0.44659996,3.3557482,1.597302,1.4493928,1.5699248,0.36071873,-1.1135364,-1.0980935,-0.54053354,1.386622,0.87239194,0.86663294,0.72955704,0.7167964,-1.2257442,1.254951,-0.09622049,-0.96358824,-1.131021,1.5953698,1.2167735,3.694553,3.2414808,0.51434374,-2.8650856,0.3880868,1.0431519,1.4492583,-0.5949979,1.7287965,0.5629225,1.0026498,-1.0688801,-1.1399384,-0.87572765,2.220337,1.5095048,-1.7327437,0.17452478,0.04869795,-0.08131266,-0.1323781,-0.32744217,-0.83661604,-0.19335079,0.37582827,-0.16070843,0.53584194,1.2738848,-1.304688,2.2625089,1.07264,1.0203857,0.646678,-0.16744328,1.5175872,0.65208006,1.4727287,2.8379812,0.95696306,3.527555,-0.48421,0.001909256,-0.057845592,0.5171194,0.40611553,1.1953454,0.83100414,0.00245595,0.8081341,-0.11342335,0.09685564,0.75259686,-0.24788833,0.28261375,1.1858287,-0.13401175,0.18271828,-0.11882877,1.9828558,1.6406078,0.84111357,-0.9566517,-0.18696117
8942406045_E,10,-0.422646377,0.377879753,1.22,31.1,79.23664122,Two,4.3,1,Survivor,3.0407996,2.6527424,4.37505,0.719429,1.4140334,2.8176394,0.2839427,0.9804292,1.0004401,1.0356894,2.2849293,1.0080032,-0.45263004,1.0915112,4.0618587,0.72612095,-0.5796504,1.6201558,2.2843695,2.228241,-0.24416351,0.4594288,0.4154501,-0.22725153,-0.6386323,1.7740021,2.8010502,2.9424243,2.9153047,2.842485,2.3316145,-0.2416501,0.3157668,-0.010653019,1.8369842,0.83299947,1.7868237,0.8513279,1.0543246,-0.27686214,3.106217,-0.31405497,-0.4363494,-0.6611695,2.4494863,2.4239182,5.3587203,5.5134954,1.7699485,-1.4966612,1.6795621,2.7681217,3.0408645,0.02008295,1.7137561,0.7950163,1.9511113,0.694396,0.47517014,-0.36095428,2.5424519,1.3693795,-0.109671116,0.4546609,0.84453154,1.0766377,-0.46432066,-0.000546,0.6756244,-0.28149033,0.8844962,1.1467142,-0.102166176,1.3771887,0.032342434,2.9483619,1.0028539,1.2929945,0.25737,-0.1746893,1.94519,0.918756,1.8762131,3.319871,1.7672744,5.1839786,0.32489777,1.010642,0.16076708,1.6136799,1.780735,2.706451,1.5283575,-0.11377311,1.1372795,1.8632412,1.7343297,3.1076708,-0.39456868,1.1919441,2.6505256,0.5635085,0.9547062,-0.21948338,1.00671,1.590375,1.1752076,-0.39860916,-0.4972396
