Sample ID,Day Post Infection,Log PD,PD,RBC,Temp,Weight,Mouse Categorical,Mouse,Status Number,Status,P2rx1,P2rx1.1,Lcn2,Glrx5,Ranbp10,S100a9,Fcrla,Fcrla.1,Fcrla.2,Fcrla.3,Stfa1,Epb4.1,Adipor1,Nkg7,Ngp,Flot2,Flot2.1,Abcb4,Chchd10,Chi3l1,Ank1,Ank1.1,Lck,Mllt3,Mllt3.1,Mllt3.2,Ccl5,Hp,Hp.1,Hp.2,Ctse,Hebp1,Fbxo9,Fbxo9.1,Hdc,Syvn1,Cmtm6,Prkacb,Faim3,Bnip3l,F2rl2,Trim10,Trim10.1,Trim10.2,Ltf,Lat,Chi3l3,Chi3l3.1,Mllt3.3,Hbq1,Rhag,Ltb4r1,Slpi,Rnf10,S100a8,Sell,Hcst,Fech,Fech.1,Fech.2,Id2,Id2.1,Slc25a37,Trak2,Trak2.1,Trak2.2,Ssbp3,Ssbp3.1,Ssbp3.2,Mrgpra2,Mta3,Mta3.1,Thy1,Selplg,Slc25a39,Saa3,Cd79b,Cd79b.1,Cd3d,Ltf.1,Klhl6,Klhl6.1,Klhl6.2,Retnlg,Flot2.2,Chi3l3.2,Immp2l,Ppox,Ppox.1,Rhag.1,Rhag.2,Camp,Pkig,Pkig.1,Snn,Mgst3,Mgst3.1,Urod,Flot2.3,Cd177,Cd177.1,Xpo7,Xpo7.1,Xpo7.2,Sh2d2a,Dok3,Mrgpra2.1,Aqp9,Pkig.2
9268249006_C,0,-5.0,1e-05,7.16,37.0,100.0,Seven,6.9,3,Non-Survivor,0.06492376,-0.33304787,-0.6378045,0.058172226,-0.3314557,-0.64928627,0.69175005,1.6737103,1.214726,1.8480883,-0.29305935,-0.13128376,0.26946354,0.48464537,-0.03749895,-0.122208595,-0.056727886,-0.24218893,0.06695938,-0.28156853,-0.009940147,-0.42873573,0.55152416,-0.14358473,-0.029138088,0.7025442,0.3374262,-0.5510354,-0.4108615,-0.33606768,-0.042606354,0.39622164,-0.1700139,-0.2380929,-0.7269101,0.33663392,0.08124304,0.50854397,1.8092074,0.08918381,-0.2100892,-0.06984472,0.19370699,0.13823462,-0.4273057,0.16399813,-0.96246576,-0.56196404,-0.08508539,1.3141308,-0.07007456,-0.21681309,-0.4121604,-0.0375247,-0.5277829,0.7324705,0.852921,-0.05318451,-0.08376312,-1.9997549,-0.276083,-0.24147367,-0.12833643,-0.012970448,-0.15986681,-0.1787982,-0.105121136,0.036110878,0.6907582,-0.021514893,0.003713131,0.00951767,0.9532604,0.13202381,0.32612658,-0.16451979,1.6808038,1.5994911,0.7596407,-0.031395912,0.37520933,-0.028866291,0.2843294,0.1149559,-0.20669794,-0.8587613,-0.23627567,-0.066589355,-0.13517809,-0.11096001,-0.08879566,-0.28331232,-0.9103031,-0.06820464,1.2283068,-0.080908775,-0.08181524,0.47294712,-0.17520547,-0.14138031,-0.25685167,0.03148794,-0.27147007,-0.08486271,-0.0227108,-0.21635532,-0.18267775,0.00165844,0.07527971
9268249006_D,1,-3.749579998,0.000178,6.74,37.0,99.64735516,Seven,6.9,3,Non-Survivor,-0.06527662,0.063020706,-0.41760015,-0.09630489,0.040382862,-0.5372505,0.5697713,0.96531725,0.5810714,1.0664177,-0.25787067,-0.6817217,-0.2497549,0.42087507,0.009496212,-0.08157635,0.035571575,0.11451578,0.3540945,-0.13695908,-0.03414917,0.346344,0.3844099,-0.12347078,-0.05808878,-0.55525875,-0.02250576,-0.23430395,-0.3481288,-0.47195005,0.022351265,0.103470325,-0.08344507,-0.46310568,-0.4799552,0.98131204,0.053041935,0.30613613,1.5098233,-0.0532341,-0.17932749,-0.023196697,0.091499805,0.51126146,-0.2568698,-0.24489927,-0.64588976,-0.08315754,-0.031262875,0.29450893,-0.19122267,-0.087592125,-0.0701108,-0.04212618,-0.66883326,0.39632702,0.3189807,-0.5856333,-0.4407587,-1.9068403,-0.29507637,-0.21439552,-0.16243505,-0.00063,0.5830083,0.09329653,-0.08314371,-0.00914669,-0.264441,0.0989275,-0.16320848,-0.11967754,0.45320797,0.09766674,-0.032840252,-0.20397615,1.4322543,1.0442562,0.8977556,-0.017339706,0.49989653,-0.20347643,0.5796232,-0.5621109,-0.27057886,-0.53299284,0.21816158,0.25348473,-0.025429249,-0.06361389,-0.0403347,-0.006494045,-0.46116257,-0.003419638,1.4541702,0.3199463,0.5594268,0.15021229,-0.004922628,-0.1904602,-0.2197957,0.03182745,-0.5038395,0.11266136,0.45419025,0.9283619,-0.13349771,0.100479126,-0.01802206
9268249006_E,2,-3.217527376,0.000606,6.42,37.0,97.83375315,Seven,6.9,3,Non-Survivor,0.07401991,-0.2257042,0.3520198,-0.104655266,-0.38587046,0.14564705,0.5929084,1.2781634,0.78282785,1.464014,0.061535835,-0.4950571,-0.007965088,0.2882123,-0.120803356,-0.09400368,-0.062915325,-0.41260576,-0.26014805,0.1098814,-0.009293556,-0.25876617,0.3204174,-0.09664965,0.031496525,0.30708313,-0.15001011,-0.27932882,-0.3206916,-0.1059556,-0.24068832,0.06897402,-0.15092134,-0.03236437,-0.35935354,0.19054818,-0.23914576,0.1698122,1.4385152,-0.19615364,-0.10931826,-0.034771442,0.31046724,-0.007169247,-0.25521326,-0.079389095,-0.5168824,-0.35965633,-0.15317678,0.94341564,-0.028508663,-0.10557461,-0.29019976,-0.49125242,0.20739603,0.2743702,0.54907084,-0.43328762,-0.3279953,-1.9873781,-0.32312202,-0.1824193,-0.35385942,-0.21234035,-0.3136487,-0.18055677,0.016139507,-0.20463848,0.11430597,-0.24755383,0.12466097,-0.27721977,0.65534973,-0.10643959,-0.050719738,-0.092758656,1.2228999,1.282299,0.37617397,0.018793106,-0.014278889,0.025967121,0.08026886,0.57272816,-0.20644522,-0.3601117,-0.26531696,0.0650835,-0.038719654,-0.074866295,-0.21044636,-0.33989477,-0.88545704,0.05940652,1.108882,-0.041707993,-0.28509665,0.08736038,-0.014189005,-0.07544994,-0.22944593,-0.14186335,-0.1723032,-0.005914688,-0.14885998,-0.410717,-0.08353567,-0.30470467,-0.151268
9268249006_F,3,-2.308199201,0.004918139,6.81,37.0,98.43828715,Seven,6.9,3,Non-Survivor,0.07175112,-0.28535175,-0.3177867,0.043107033,-0.35547972,-0.42095184,0.56664705,1.4590211,0.92780066,1.502903,-0.20098591,-0.49298,-0.015390396,0.46051645,-0.1273303,-0.1359272,0.03164625,-0.14997435,-0.14361191,-0.19194126,-0.015735626,-0.58575535,0.66182804,-0.08341265,-0.04535532,0.35148144,0.29548073,-0.49424696,-0.472919,-0.4101138,-0.20213127,-0.005429745,-0.052443027,-0.485579,-0.623281,0.14579415,-0.19098234,0.31828117,1.4532256,0.065291405,-0.055865765,-0.09288168,0.0658927,-0.061929226,-0.30141306,0.042508602,-0.664062,-0.6013956,-0.21875334,1.0772753,-0.14311552,-0.12771416,-0.17324495,-0.4039111,-0.23730707,0.41332626,0.8148837,-0.6313877,-0.36793137,-1.6266279,-0.38542366,-0.27379656,-0.361382,0.019435406,-0.27094412,-0.068770885,-0.04177046,0.037766457,0.3104167,-0.053585052,0.08002424,-0.3953066,0.59236526,0.050318718,-0.0835824,-0.23343515,1.2419276,1.5248203,0.8088236,0.013638496,0.2021575,-0.13903761,0.010329247,0.5616293,-0.37619257,-0.47212648,-0.6401701,-0.14388657,-0.28174067,-0.21661091,-0.2907791,-0.07903528,-0.8600073,-0.00935626,1.0638342,-0.018076897,-0.05514574,0.23093987,-0.1714375,-0.08838463,-0.039569378,0.022881985,-0.2030077,-0.043370247,-0.003407478,-0.4295063,-0.32467794,-0.17570305,0.044992924
9268249006_G,4,-1.663284908,0.021712763,6.99,36.7,100.8060453,Seven,6.9,3,Non-Survivor,-0.039306164,-0.32414722,-0.47472048,-0.35468388,-0.79145765,0.19745255,0.30861998,0.76732874,0.4002118,0.68642426,-0.0646286,-0.40604687,-0.018112183,0.21116304,-0.11602068,0.0654583,0.03376627,-0.4998269,-0.62258625,0.051386833,-0.05201626,-0.69090366,0.045488358,-0.2466073,-0.020660877,0.20925999,-1.2985687,-0.42023802,-0.39778852,-0.026559353,-0.45818138,0.077691555,-0.4342847,-0.6347461,0.7573285,-0.06723285,-0.24885035,-0.05196762,0.69630575,0.054107666,-0.13703966,0.11327219,-0.1850524,-0.56379557,-0.16930819,-0.33178186,0.330935,0.15191364,-0.4540267,1.1918583,-0.19446898,-0.16239262,-0.053447247,-0.38114595,0.37854528,0.5076885,0.37885046,-0.35949802,-0.23146343,-2.1345987,-0.4058113,-0.197968,-0.056763172,-0.020593166,-0.63792086,-0.6940932,0.14080667,-0.027619362,0.110761166,0.08203125,-0.041551113,-0.3447647,0.22907639,-0.17411518,0.0546546,-0.06351423,0.45831442,0.5567293,0.11369133,-0.06610584,-0.070631504,-0.020638943,-0.25417805,0.48368263,0.020841122,0.546927,-0.4059515,-0.2628727,-0.015625477,-0.1234951,-0.24585438,-0.26909685,-0.97638893,0.1094563,0.40233803,-0.26164532,-0.4662633,-0.22033691,0.076105356,-0.106987,-0.24152994,-0.33037424,-0.29125214,-0.026953697,-0.3271799,-0.5274811,0.037043095,-0.11573315,0.013459682
9268249006_H,5,-0.811942572,0.154190433,7.04,37.0,97.48110831,Seven,6.9,3,Non-Survivor,-0.076570034,-0.2624693,-0.5088639,0.1506958,-0.20934916,-0.07251263,-0.039391994,-0.09342432,-0.39058256,-0.09963226,-0.049536705,-0.46903896,0.23484993,0.102143764,0.07545996,-0.20211697,-0.05906725,-0.38856363,-0.67205906,-0.07683182,-0.10703087,-0.23986244,-0.13929462,-0.28682756,-0.086036205,0.74870014,-0.60053253,-0.5973077,-0.56141233,-0.5296912,-0.25850105,0.032269955,-0.2723174,-0.26155996,0.42357588,-0.6551845,-0.57761335,-0.51859665,-0.4200282,0.007864952,0.07119894,0.16003466,0.63542986,0.44108152,-0.19399023,-0.3018098,-0.26549768,0.09035206,0.25210905,0.97691345,0.30568838,-0.41494083,-0.46975374,-0.29377985,0.27445078,-0.16301823,0.006148815,-0.4408226,-0.37182426,-1.670495,-0.21159744,-0.100691795,-0.5489173,0.14033175,-0.4014907,-0.42816305,-0.051239014,-0.059405327,0.3386445,-0.09967518,-0.10681772,-0.38301945,-0.3392887,-0.57495975,0.12510061,-0.10766029,-0.37710047,-0.29778767,-0.14463139,-0.06455088,-0.6420436,-0.083694935,-0.6033516,-0.40900135,-0.4152913,0.05448675,-0.5290413,-0.26524925,0.00120306,0.1879406,0.14444256,-0.07472324,-0.973546,0.010181665,-0.27113438,0.14857388,0.07418299,0.14009666,0.0755074,-0.19265604,-0.29660177,0.2937951,-0.043622017,-0.03447342,-0.0946722,-1.0516596,0.11462164,-0.18552017,-0.0280056
9249039006_A,6,-0.047466109,0.896466141,6.22,37.3,98.23677582,Seven,6.9,3,Non-Survivor,-0.07649279,-0.13715363,-0.4334941,-1.122283,-0.6072278,-0.103302,0.06739187,-0.40560198,-0.6049228,-0.41244507,-0.20436859,-1.510725,-1.0825949,1.2693238,-0.003063679,0.06221676,-0.08844137,-0.40216875,-1.0460739,-0.39672565,0.011610508,-0.4889574,0.1908369,-0.046007633,0.022041798,-0.16614532,0.45931625,-0.7784219,-0.658031,-0.9764991,-0.6222429,-0.8982415,-1.1425738,-0.46847296,0.19737196,-0.35375094,-0.73022795,-0.5242157,-0.8678174,-1.1218204,-0.34998465,0.1278038,-0.016951084,-0.39306784,-0.038562298,-0.20729303,-0.39368582,0.15667057,0.23936701,-1.0050621,-0.19053698,-0.379632,-0.94324636,-0.60812235,-0.32408285,-0.22456932,-0.24963617,-1.3982782,-1.3618851,-3.3624582,0.13466358,0.17320585,-1.7209868,0.019052029,-0.22929716,-0.81482935,0.118926525,-0.29231834,-0.95902205,-0.14116764,-0.41046906,-0.7724266,0.1935873,-0.7235203,-1.0553498,0.0904398,-0.6081338,-0.46128273,0.5103903,0.109885216,-0.6490817,-0.0682435,-0.50396156,-0.6155882,-0.26810884,-0.47375536,-1.6719456,-0.4335904,-0.1574502,-0.035045147,-0.19354773,0.028943539,-1.1568546,0.000242,-0.2529049,-0.5246506,-0.49352026,-1.185277,0.09921765,-0.08178234,-0.13808489,-0.07932711,-0.3040657,-0.10399532,0.7481451,-0.78714085,-0.006378651,-0.8449831,0.022342205
9249039006_B,7,0.180964874,1.516927672,3.62,36.7,94.60957179,Seven,6.9,3,Non-Survivor,0.4231887,0.18122959,2.8014703,-1.6990309,-1.1785016,2.0651512,0.01745367,0.008269787,-0.29993105,-0.09915352,0.5760336,-2.4422607,-2.2527227,3.2502847,1.0490298,0.6705675,0.003553867,-0.90662813,-0.6221714,0.90858555,-0.14583206,-1.1547508,1.6119461,-0.15132952,-0.1341505,-0.04513645,3.2491312,1.4221263,1.399652,1.4902129,-1.5063429,-1.7369943,-2.1612945,-0.93869734,1.9774165,0.46295953,0.22985792,0.67509365,-0.3933215,-2.314622,0.44249296,-0.00626421,-1.0264974,-1.4237943,0.6832833,0.7922549,2.3478093,3.171791,0.4596343,-2.4712,-0.05680895,0.6220293,1.0151677,-1.6717973,1.7557244,0.91643715,1.0501475,-2.3651924,-2.6965313,-4.0711985,1.4121275,0.11611509,-3.5821462,-0.1888156,-0.7526307,-1.2697825,-0.2815523,-0.41040945,-1.1219163,0.08203602,-0.06877947,-1.0127068,1.7653933,1.0559168,-2.2561975,2.7265754,-0.32693148,-0.16896439,1.9466267,-0.10911465,0.79801035,-0.05209303,0.8589258,2.484624,0.8044629,3.1274018,-1.914752,-0.15284729,-0.16410494,-0.005777359,-0.28313875,0.57958555,-1.1614065,-0.11064744,-0.015350342,-1.1890717,-0.8398099,-1.0635777,0.001198053,-0.21250343,0.21084642,-0.5060191,-0.8125372,-0.17885685,2.4452677,0.62594223,1.3216491,-0.89409256,0.11230087
9249039006_C,8,-0.171176533,0.6742539,1.85,29.6,87.55667506,Seven,6.9,3,Non-Survivor,1.8406672,1.6941881,4.0661054,-2.6430922,-1.5475707,2.5397282,-0.25550985,-0.625648,-0.626986,-0.63694763,0.81563854,-3.005869,-3.2618608,2.4408317,2.8019824,1.1025047,-0.0957036,-0.70467615,-0.14310265,1.2329731,-0.1263256,-1.0666966,0.48154068,-0.3246398,-0.065500736,-0.5063238,3.0507364,1.9005141,1.863214,2.2872338,-0.969244,-1.7763753,-2.6213603,-0.8389702,2.3310094,0.36975026,0.34684134,0.59156036,-1.2290301,-3.100872,1.3553424,0.08030653,-2.4603639,-3.1935296,1.8661237,0.90626764,3.194035,3.651348,-0.047070026,-3.4535246,-0.24410105,1.3504457,1.5142264,-2.1836638,2.363624,-0.86502457,1.2041278,-3.032096,-3.2360811,-4.4521422,1.8082561,0.0846715,-3.9992423,-0.26044226,-1.2964053,-1.6445022,-0.16481829,-0.31666946,-1.2052732,-0.29711056,0.041022778,-1.2472315,0.91333866,0.32409286,-2.6675153,3.5472484,-0.34354448,-0.20305538,1.7335348,-0.1270771,2.0965734,0.026351452,2.1191874,3.1864147,1.3202395,3.7319465,-1.5988159,-0.2422781,-0.18687344,-0.3654356,-0.30091047,2.1343846,-1.1113605,0.0799129,-0.5238085,-1.0422745,-0.81269884,-0.58521557,0.18700147,0.32287788,0.98554564,-1.0445962,-0.89432955,-0.27291536,2.6321125,1.4695997,0.2726245,-1.4288921,0.18588352
9249039006_D,9,-0.589829477,0.257140523,1.01,28.7,78.48866499,Seven,6.9,3,Non-Survivor,3.4193091,3.1092653,4.153898,-0.5090065,0.63284254,3.0439558,-0.35984182,-0.7776027,-0.8570657,-0.8784447,2.923092,-2.660612,-1.2894201,1.2019277,2.9000707,0.9518156,-0.016917706,1.5947022,1.0748911,1.8831301,-0.15436268,-0.3937683,-0.29827023,-0.33022404,-0.021389484,0.80522823,1.8462563,1.2121806,1.3273082,2.0524125,1.3099346,-0.9971261,-1.0369716,-0.91023207,2.1242375,-0.21126056,0.9637294,0.43806458,-1.6379762,-1.0506611,2.783505,-0.01654768,-1.449861,-0.68542814,2.1376996,1.3041663,3.1497426,3.434248,1.4649329,-2.1174765,0.18534994,2.0118122,2.5746655,-0.47860956,2.3484712,-0.8800392,1.6386886,-1.9837646,-1.8525543,-3.2150717,1.1976604,0.11634493,-1.378572,-0.089169025,0.4140134,0.1008544,-0.06394529,-0.11472416,-0.119455814,-0.18874836,-0.001643658,0.21056557,0.1517477,0.5189438,-0.5988126,3.9255977,-0.9543128,-0.97091484,0.81426907,0.03642273,1.7857394,-0.13721418,1.9629822,3.1457663,1.4664369,4.027621,-1.2209444,0.4039755,-0.041501522,0.31019115,0.2916975,2.396997,-0.47352505,0.22448373,-0.71835613,1.1718941,1.4682307,2.2427864,0.0538013,0.58829975,1.7408395,-0.29879427,-0.28761864,-0.041543007,1.4523296,1.1980476,0.63146544,-0.79212666,0.12092447
